"sample","scientific","maxn","family","genus","species"
"POC39002","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC39003","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC39004","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC39005","Lutjanidae Lutjanus vitta",0,"Lutjanidae","Lutjanus","vitta"
"POC11001","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC11002","Lutjanidae Pristipomoides multidens",5,"Lutjanidae","Pristipomoides","multidens"
"POC11003","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC11004","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC11005","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC11009","Lutjanidae Pristipomoides multidens",4,"Lutjanidae","Pristipomoides","multidens"
"POC11011","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC11012","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC11013","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC11014","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC11015","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC12001","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC12002","Lutjanidae Pristipomoides multidens",2,"Lutjanidae","Pristipomoides","multidens"
"POC12003","Lutjanidae Pristipomoides multidens",2,"Lutjanidae","Pristipomoides","multidens"
"POC12004","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC12005","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC12006","Lutjanidae Pristipomoides multidens",2,"Lutjanidae","Pristipomoides","multidens"
"POC12007","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC12008","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC12009","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC12010","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC13001","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13002","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13003","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13004","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13005","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13007","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC13008","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC13009","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC13010","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC24006","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC24007","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC24008","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC24009","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC24010","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC25001","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC25002","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC25004","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC25005","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC26001","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC26002","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC26003","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC26004","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC26005","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC37001","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC37002","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC37003","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC37004","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC37005","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC38001","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC38002","Lutjanidae Pristipomoides multidens",2,"Lutjanidae","Pristipomoides","multidens"
"POC38004","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC38005","Lutjanidae Pristipomoides multidens",0,"Lutjanidae","Pristipomoides","multidens"
"POC39001","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC39002","Lutjanidae Pristipomoides multidens",1,"Lutjanidae","Pristipomoides","multidens"
"POC39003","Lutjanidae Pristipomoides multidens",3,"Lutjanidae","Pristipomoides","multidens"
"POC39004","Lutjanidae Pristipomoides multidens",4,"Lutjanidae","Pristipomoides","multidens"
"POC39005","Lutjanidae Pristipomoides multidens",4,"Lutjanidae","Pristipomoides","multidens"
"POC11001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11005","Lutjanidae Pristipomoides sieboldii",2,"Lutjanidae","Pristipomoides","sieboldii"
"POC11009","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11011","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11012","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11013","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11014","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11015","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12006","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12007","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12008","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12009","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC12010","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13007","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13008","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13009","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC13010","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC24006","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC24007","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC24008","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC24009","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC24010","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC25001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC25002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC25004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC25005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC26001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC26002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC26003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC26004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC26005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC37001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC37002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC37003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC37004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC37005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC38001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC38002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC38004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC38005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC39001","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC39002","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC39003","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC39004","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC39005","Lutjanidae Pristipomoides sieboldii",0,"Lutjanidae","Pristipomoides","sieboldii"
"POC11001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11009","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11011","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11012","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11013","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11014","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11015","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12006","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12007","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12008","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12009","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC12010","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13001","Mullidae Upeneus moluccensis",1,"Mullidae","Upeneus","moluccensis"
"POC13002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13007","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13008","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13009","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC13010","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC24006","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC24007","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC24008","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC24009","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC24010","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC25001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC25002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC25004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC25005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC26001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC26002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC26003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC26004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC26005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC37001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC37002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC37003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC37004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC37005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC38001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC38002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC38004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC38005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC39001","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC39002","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC39003","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC39004","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC39005","Mullidae Upeneus moluccensis",0,"Mullidae","Upeneus","moluccensis"
"POC11001","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC11002","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC11003","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC11004","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC11005","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC11009","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC11011","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC11012","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC11013","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC11014","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC11015","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC12001","Nemipteridae Nemipterus spp",6,"Nemipteridae","Nemipterus","spp"
"POC12002","Nemipteridae Nemipterus spp",6,"Nemipteridae","Nemipterus","spp"
"POC12003","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC12004","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC12005","Nemipteridae Nemipterus spp",6,"Nemipteridae","Nemipterus","spp"
"POC12006","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC12007","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC12008","Nemipteridae Nemipterus spp",5,"Nemipteridae","Nemipterus","spp"
"POC12009","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC12010","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC13001","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC13002","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC13003","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC13004","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC13005","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC13007","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC13008","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC13009","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC13010","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC24006","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC24007","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC24008","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC24009","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC24010","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC25001","Nemipteridae Nemipterus spp",1,"Nemipteridae","Nemipterus","spp"
"POC25002","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC25004","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC25005","Nemipteridae Nemipterus spp",0,"Nemipteridae","Nemipterus","spp"
"POC26001","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC26002","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC26003","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC26004","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC26005","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC37001","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC37002","Nemipteridae Nemipterus spp",5,"Nemipteridae","Nemipterus","spp"
"POC37003","Nemipteridae Nemipterus spp",5,"Nemipteridae","Nemipterus","spp"
"POC37004","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC37005","Nemipteridae Nemipterus spp",12,"Nemipteridae","Nemipterus","spp"
"POC38001","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC38002","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC38004","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC38005","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC39001","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC39002","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC39003","Nemipteridae Nemipterus spp",3,"Nemipteridae","Nemipterus","spp"
"POC39004","Nemipteridae Nemipterus spp",4,"Nemipteridae","Nemipterus","spp"
"POC39005","Nemipteridae Nemipterus spp",2,"Nemipteridae","Nemipterus","spp"
"POC11001","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11002","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11003","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11004","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11005","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11009","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11011","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11012","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11013","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11014","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC11015","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12001","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12002","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12003","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12004","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12005","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12006","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12007","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12008","Platycephalidae Unknown spp",0,"Platycephalidae","Unknown","spp"
"POC12009","Platycephalidae Unknown spp",1,"Platycephalidae","Unknown","spp"
