"sample","family","genus","species","length","number","range","activity"
"POC24009","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC24009","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC24009","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC24009","Sphyrnidae","Sphyrna","mokarran",NA,1,2322.53142,"Passing"
"POC24009","Synodontidae","Saurida","undosquamis",359.31904,1,2163.13563,"Passing"
"POC24009","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC24009","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC24009","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC24009","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC24009","Tetraodontidae","Lagocephalus","lunaris",NA,1,3185.44797,"Passing"
"POC24009","Tetraodontidae","Lagocephalus","lunaris",377.1606,1,1655.01333,"Passing"
"POC24009","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC24009","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC24010","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC24010","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC24010","Bothidae","Unknown","spp",NA,0,NA,NA
"POC24010","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2444.6962,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2317.05956,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2271.70677,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2434.03218,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2164.56919,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2178.0623,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2316.21468,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2348.18109,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,4581.50988,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,3004.61841,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,3565.97291,"Passing"
"POC24010","Carangidae","Carangoides","chrysophrys",NA,1,2366.10179,"Passing"
"POC24010","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC24010","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC24010","Carangidae","Carangoides","sp10",NA,1,2138.18995,"Passing"
"POC24010","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC24010","Carangidae","Caranx","ignobilis",566.62821,1,2179.31473,"Passing"
"POC24010","Carangidae","Caranx","tille",NA,0,NA,NA
"POC24010","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC24010","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC24010","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC24010","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC24010","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC24010","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC24010","Carcharhinidae","Carcharhinus","sorrah",1299.73079,1,2303.30665,"Passing"
"POC24010","Carcharhinidae","Carcharhinus","spp",NA,1,2148.06827,"Passing"
"POC24010","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC24010","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC24010","Echeneidae","Echeneis","naucrates",176.59299,1,1900.91147,"Passing"
"POC24010","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC24010","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC24010","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC24010","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC24010","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC24010","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC24010","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC24010","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC24010","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC24010","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC24010","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC24010","Nemipteridae","Nemipterus","spp",NA,1,1298.02084,"Passing"
"POC24010","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC24010","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC24010","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC24010","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC24010","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC24010","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC24010","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC24010","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC24010","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC24010","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC24010","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC24010","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC24010","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC24010","Synodontidae","Saurida","undosquamis",262.38363,1,1920.479,"Passing"
"POC24010","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC24010","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC24010","Terapontidae","Terapon","jarbua",NA,1,1892.73712,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",NA,1,1465.25687,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",NA,1,1419.85816,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",240.84821,1,1920.85377,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",212.6457,1,1685.64176,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",204.2178,1,2076.08265,"Passing"
"POC24010","Terapontidae","Terapon","jarbua",234.79018,1,1403.80903,"Passing"
"POC24010","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC24010","Tetraodontidae","Lagocephalus","lunaris",323.71886,1,1499.32219,"Passing"
"POC24010","Tetraodontidae","Lagocephalus","lunaris",335.27942,1,2019.81699,"Passing"
"POC24010","Tetraodontidae","Lagocephalus","lunaris",335.1665,1,2107.21354,"Passing"
"POC24010","Tetraodontidae","Lagocephalus","lunaris",329.64899,1,1961.44745,"Passing"
"POC24010","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC24010","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC25001","Ariidae","Netuma","thalassina",NA,0,NA,NA
"POC25001","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC25001","Bothidae","Unknown","spp",NA,0,NA,NA
"POC25001","Carangidae","Carangoides","caeruleopinnatus",NA,1,2686.05456,"Passing"
"POC25001","Carangidae","Carangoides","caeruleopinnatus",203.42672,1,1808.8746,"Passing"
"POC25001","Carangidae","Carangoides","chrysophrys",NA,1,1395.21322,"Passing"
"POC25001","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC25001","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC25001","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC25001","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC25001","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC25001","Carangidae","Caranx","tille",NA,0,NA,NA
"POC25001","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC25001","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC25001","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC25001","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC25001","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC25001","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC25001","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC25001","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC25001","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC25001","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC25001","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC25001","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC25001","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC25001","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC25001","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC25001","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC25001","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC25001","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC25001","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC25001","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC25001","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC25001","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC25001","Nemipteridae","Nemipterus","spp",NA,1,1452.76438,"Passing"
"POC25001","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC25001","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC25001","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC25001","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC25001","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC25001","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC25001","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC25001","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC25001","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC25001","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC25001","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC25001","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC25001","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC25001","Synodontidae","Saurida","undosquamis",NA,1,1696.46994,"Passing"
"POC25001","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC25001","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC25001","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC25001","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC25001","Tetraodontidae","Lagocephalus","lunaris",NA,1,3324.4652,"Passing"
"POC25001","Tetraodontidae","Lagocephalus","lunaris",226.37203,1,1542.88268,"Passing"
"POC25001","Tetraodontidae","Lagocephalus","lunaris",330.36919,1,1813.71999,"Passing"
"POC25001","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC25001","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC25002","Ariidae","Netuma","thalassina",NA,1,1804.68885,"Passing"
"POC25002","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC25002","Bothidae","Unknown","spp",NA,0,NA,NA
"POC25002","Carangidae","Carangoides","caeruleopinnatus",NA,1,1412.61983,"Passing"
"POC25002","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC25002","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC25002","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC25002","Carangidae","Carangoides","sp10",NA,1,1513.52206,"Passing"
"POC25002","Carangidae","Carangoides","sp10",NA,1,1589.19725,"Passing"
"POC25002","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC25002","Carangidae","Caranx","ignobilis",NA,1,2587.34576,"Passing"
"POC25002","Carangidae","Caranx","tille",NA,0,NA,NA
"POC25002","Carangidae","Decapterus","spp",NA,1,1499.9686,"Passing"
"POC25002","Carangidae","Decapterus","spp",NA,1,1433.32738,"Passing"
"POC25002","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC25002","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC25002","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC25002","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC25002","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC25002","Carcharhinidae","Carcharhinus","sorrah",830.05762,1,1446.64159,"Passing"
"POC25002","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC25002","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC25002","Carcharhinidae","Loxodon","macrorhinus",NA,1,1265.72794,"Passing"
"POC25002","Echeneidae","Echeneis","naucrates",NA,1,1618.66389,"Passing"
"POC25002","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC25002","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC25002","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC25002","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC25002","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC25002","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC25002","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC25002","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC25002","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC25002","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC25002","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC25002","Nemipteridae","Nemipterus","spp",NA,1,1506.11255,"Passing"
"POC25002","Nemipteridae","Nemipterus","spp",NA,1,1384.20942,"Passing"
"POC25002","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC25002","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC25002","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC25002","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC25002","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC25002","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC25002","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC25002","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC25002","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC25002","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC25002","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC25002","Sphyrnidae","Sphyrna","lewini",NA,1,1541.26867,"Passing"
"POC25002","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC25002","Synodontidae","Saurida","undosquamis",NA,1,1739.58958,"Passing"
"POC25002","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC25002","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC25002","Terapontidae","Terapon","jarbua",301.13064,1,1291.454,"Passing"
"POC25002","Terapontidae","Terapon","jarbua",215.05295,1,1502.68084,"Feeding"
"POC25002","Terapontidae","Terapon","jarbua",236.66197,1,1511.15938,"Passing"
"POC25002","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC25002","Tetraodontidae","Lagocephalus","lunaris",NA,1,1575.53472,"Passing"
"POC25002","Tetraodontidae","Lagocephalus","lunaris",419.50249,1,1440.34901,"Passing"
"POC25002","Tetraodontidae","Lagocephalus","lunaris",364.86968,1,1557.3312,"Passing"
"POC25002","Tetraodontidae","Lagocephalus","lunaris",273.22722,1,1534.5545,"Passing"
"POC25002","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,NA
"POC25002","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC25004","Ariidae","Netuma","thalassina",NA,1,2604.11881,"Passing"
"POC25004","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC25004","Bothidae","Unknown","spp",NA,0,NA,NA
"POC25004","Carangidae","Carangoides","caeruleopinnatus",NA,0,NA,NA
"POC25004","Carangidae","Carangoides","chrysophrys",NA,1,3094.93228,"Passing"
"POC25004","Carangidae","Carangoides","chrysophrys",213.78385,1,1876.59385,"Passing"
"POC25004","Carangidae","Carangoides","chrysophrys",182.60154,1,2619.2079,"Passing"
"POC25004","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC25004","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC25004","Carangidae","Carangoides","sp10",NA,1,522.25989,"Passing"
"POC25004","Carangidae","Carangoides","sp10",NA,1,1670.77034,"Passing"
"POC25004","Carangidae","Carangoides","spp",NA,0,NA,NA
"POC25004","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC25004","Carangidae","Caranx","tille",NA,0,NA,NA
"POC25004","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC25004","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC25004","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC25004","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC25004","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC25004","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC25004","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC25004","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC25004","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC25004","Carcharhinidae","Loxodon","macrorhinus",NA,0,NA,NA
"POC25004","Echeneidae","Echeneis","naucrates",NA,0,NA,NA
"POC25004","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC25004","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC25004","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC25004","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC25004","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC25004","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC25004","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC25004","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC25004","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC25004","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC25004","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC25004","Nemipteridae","Nemipterus","spp",NA,1,1955.05113,"Passing"
"POC25004","Nemipteridae","Nemipterus","spp",NA,1,1839.87909,"Passing"
"POC25004","Nemipteridae","Nemipterus","spp",NA,1,1843.30419,"Passing"
"POC25004","Nemipteridae","Nemipterus","spp",NA,1,1799.54805,"Passing"
"POC25004","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC25004","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC25004","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC25004","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC25004","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC25004","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC25004","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC25004","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC25004","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC25004","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC25004","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC25004","Sphyrnidae","Sphyrna","lewini",NA,0,NA,NA
"POC25004","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC25004","Synodontidae","Saurida","undosquamis",NA,1,2555.66655,"Passing"
"POC25004","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC25004","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC25004","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC25004","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC25004","Tetraodontidae","Lagocephalus","lunaris",NA,1,2594.23654,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","lunaris",NA,1,2766.25658,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","lunaris",NA,1,1849.92808,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","lunaris",342.65349,1,1394.69627,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","lunaris",333.84085,1,1798.39169,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","lunaris",306.17889,1,1789.74891,"Passing"
"POC25004","Tetraodontidae","Lagocephalus","sceleratus",NA,1,1639.92257,"Passing"
"POC25004","Triakidae","Hemitriakis","falcata",NA,0,NA,NA
"POC25005","Ariidae","Netuma","thalassina",379.76018,1,1603.64657,"Passing"
"POC25005","Balistidae","Abalistes","stellatus",NA,0,NA,NA
"POC25005","Bothidae","Unknown","spp",NA,0,NA,NA
"POC25005","Carangidae","Carangoides","caeruleopinnatus",169.34212,1,1833.6964,"Passing"
"POC25005","Carangidae","Carangoides","chrysophrys",NA,0,NA,NA
"POC25005","Carangidae","Carangoides","malabaricus",NA,0,NA,NA
"POC25005","Carangidae","Carangoides","sp1",NA,0,NA,NA
"POC25005","Carangidae","Carangoides","sp10",NA,0,NA,NA
"POC25005","Carangidae","Carangoides","spp",56.30189,1,1005.0364,"Passing"
"POC25005","Carangidae","Caranx","ignobilis",NA,0,NA,NA
"POC25005","Carangidae","Caranx","tille",NA,0,NA,NA
"POC25005","Carangidae","Decapterus","spp",NA,0,NA,NA
"POC25005","Carangidae","Seriola","dumerili",NA,0,NA,NA
"POC25005","Carangidae","Seriola","hippos",NA,0,NA,NA
"POC25005","Carcharhinidae","Carcharhinus","albimarginatus",NA,0,NA,NA
"POC25005","Carcharhinidae","Carcharhinus","coatesi",NA,0,NA,NA
"POC25005","Carcharhinidae","Carcharhinus","plumbeus",NA,0,NA,NA
"POC25005","Carcharhinidae","Carcharhinus","sorrah",NA,0,NA,NA
"POC25005","Carcharhinidae","Carcharhinus","spp",NA,0,NA,NA
"POC25005","Carcharhinidae","Galeocerdo","cuvier",NA,0,NA,NA
"POC25005","Carcharhinidae","Loxodon","macrorhinus",556.61744,1,1332.18607,"Passing"
"POC25005","Echeneidae","Echeneis","naucrates",218.519,1,1886.84044,"Passing"
"POC25005","Fistulariidae","Fistularia","commersonii",NA,0,NA,NA
"POC25005","Labridae","Bodianus","solatus",NA,0,NA,NA
"POC25005","Lethrinidae","Gymnocranius","grandoculis",NA,0,NA,NA
"POC25005","Lethrinidae","Lethrinus","lentjan",NA,0,NA,NA
"POC25005","Lutjanidae","Lutjanus","malabaricus",NA,0,NA,NA
"POC25005","Lutjanidae","Lutjanus","russellii",NA,0,NA,NA
"POC25005","Lutjanidae","Lutjanus","sebae",NA,0,NA,NA
"POC25005","Lutjanidae","Lutjanus","vitta",NA,0,NA,NA
"POC25005","Lutjanidae","Pristipomoides","multidens",NA,0,NA,NA
"POC25005","Lutjanidae","Pristipomoides","sieboldii",NA,0,NA,NA
"POC25005","Mullidae","Upeneus","moluccensis",NA,0,NA,NA
"POC25005","Nemipteridae","Nemipterus","spp",NA,0,NA,NA
"POC25005","Platycephalidae","Unknown","spp",NA,0,NA,NA
"POC25005","Priacanthidae","Priacanthus","hamrur",NA,0,NA,NA
"POC25005","Rachycentridae","Rachycentron","canadum",NA,0,NA,NA
"POC25005","Rhinidae","Rhynchobatus","australiae",NA,0,NA,NA
"POC25005","Scombridae","Scomberomorus","spp",NA,0,NA,NA
"POC25005","Serranidae","Epinephelus","amblycephalus",NA,0,NA,NA
"POC25005","Serranidae","Epinephelus","areolatus",NA,0,NA,NA
"POC25005","Serranidae","Epinephelus","malabaricus",NA,0,NA,NA
"POC25005","Sparidae","Argyrops","spinifer",NA,0,NA,NA
"POC25005","Sphyraenidae","Sphyraena","forsteri",NA,0,NA,NA
"POC25005","Sphyraenidae","Sphyraena","qenie",NA,0,NA,NA
"POC25005","Sphyrnidae","Sphyrna","lewini",NA,1,1116.3041,"Passing"
"POC25005","Sphyrnidae","Sphyrna","mokarran",NA,0,NA,NA
"POC25005","Synodontidae","Saurida","undosquamis",310.05395,1,1454.93902,"Passing"
"POC25005","Synodontidae","Synodus","indicus",NA,0,NA,NA
"POC25005","Synodontidae","Trachinocephalus","trachinus",NA,0,NA,NA
"POC25005","Terapontidae","Terapon","jarbua",NA,0,NA,NA
"POC25005","Tetraodontidae","Arothron","stellatus",NA,0,NA,NA
"POC25005","Tetraodontidae","Lagocephalus","lunaris",NA,1,1289.87924,"Passing"
"POC25005","Tetraodontidae","Lagocephalus","lunaris",332.49184,1,2535.75478,"Passing"
"POC25005","Tetraodontidae","Lagocephalus","lunaris",283.17811,1,1693.61636,"Passing"
